+--------------+------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------------+---------------+---------------+
|  Drop State  |     Expected Value     | Dice Sum = 2 | Dice Sum = 3 | Dice Sum = 4 | Dice Sum = 5 | Dice Sum = 6 | Dice Sum = 7 | Dice Sum = 8 | Dice Sum = 9 | Dice Sum = 10 | Dice Sum = 11 | Dice Sum = 12 |
| 101101011001 | 0.0047506559700418284  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |      9       |      1 9      |      3 8      |       12      |
| 101101011000 |  0.036173347558807085  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101101010111 | 0.0011778099985464048  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |       10      |       11      |       12      |
| 101101010110 |  0.00780859699148165   |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |       10      |       11      |      1 11     |
| 101101010101 |  0.003764451715947772  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |       10      |      1 10     |       12      |
| 101101010100 |  0.02750211953208352   |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     3 6      |       10      |      1 10     |      4 8      |
| 101101010011 |  0.002117580579264678  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |      4 6      |       11      |       12      |
| 101101010010 |  0.01724957768124778   |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |      4 6      |       11      |      1 11     |
| 101101010001 |  0.006983937598435197  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |      4 6      |      3 8      |       12      |
| 101101010000 |  0.062192786922725195  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      8       |     1 8      |      4 6      |      3 8      |      4 8      |
| 101101001111 | 0.0007130708359441592  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |       10      |       11      |       12      |
| 101101001110 |  0.004813004877305288  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |       10      |       11      |      1 11     |
| 101101001101 | 0.0022121127686328297  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |       10      |      1 10     |       12      |
| 101101001100 |  0.016543066986739824  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |       10      |      1 10     |      3 9      |
| 101101001011 | 0.0014414008916323728  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |      1 9      |       11      |       12      |
| 101101001010 |  0.011681638342732305  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |      1 9      |       11      |      1 11     |
| 101101001001 |  0.004444666717471929  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |      1 9      |       0       |       12      |
| 101101001000 |  0.04069501600365798   |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |      9       |      1 9      |       0       |      3 9      |
| 101101000111 | 0.0009473395506274451  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |     3 6      |       10      |       11      |       12      |
| 101101000110 |  0.007621980262155158  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |     3 6      |       10      |       11      |      1 11     |
| 101101000101 | 0.0035061585505258347  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |     3 6      |       10      |      1 10     |       12      |
| 101101000100 |  0.03041409465020576   |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |     3 6      |       10      |      1 10     |       0       |
| 101101000011 |  0.001867490346999949  |      0       |      3       |     1 3      |     1 4      |      6       |     3 4      |      0       |     3 6      |      4 6      |       11      |       12      |
| 101101000010 |  0.019361568358481938  |      0       |      3       |      4       |     1 4      |      6       |     3 4      |      0       |     3 6      |      4 6      |       11      |      1 11     |
| 101101000001 |  0.006765832190214906  |      0       |      3       |     1 3      |     1 4      |      6       |     1 6      |      0       |     3 6      |      4 6      |       0       |       12      |
| 101101000000 |  0.07748199588477367   |      0       |      3       |     1 3      |     1 4      |      6       |     1 6      |      0       |     3 6      |      4 6      |       0       |       0       |
| 101100111111 | 0.0006845391208956715  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |       10      |       11      |       12      |
| 101100111110 |  0.003953879934461209  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |       10      |       11      |      1 11     |
| 101100111101 | 0.0019317687076269984  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |       10      |      1 10     |       12      |
| 101100111100 |  0.012386296762011209  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |       10      |      1 10     |      3 9      |
| 101100111011 | 0.0012526783017776195  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |      1 9      |       11      |       12      |
| 101100111010 |  0.008456496405527612  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |      1 9      |       11      |      1 11     |
| 101100111001 |  0.003823327607156767  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |      1 9      |      3 8      |       12      |
| 101100111000 |  0.029015362241528217  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101100110111 | 0.0008182288006217997  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |       10      |       11      |       12      |
| 101100110110 |  0.005343582501397143  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |       10      |       11      |      1 11     |
| 101100110101 |  0.002639177976129993  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |       10      |      1 10     |       12      |
| 101100110100 |  0.019096924535131836  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |       10      |      1 10     |      4 8      |
| 101100110011 | 0.0016039711193246286  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |      3 7      |       11      |       12      |
| 101100110010 |  0.012807887834679673  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |      3 7      |       11      |      1 11     |
| 101100110001 |  0.005507905775288319  |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |      3 7      |      3 8      |       12      |
| 101100110000 |  0.04899334133516232   |      0       |      3       |      4       |     1 4      |      0       |      7       |      8       |     1 8      |      3 7      |      3 8      |      4 8      |
| 101100101111 | 0.0006478608249786898  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |       10      |       11      |       12      |
| 101100101110 |  0.004271445907212653  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |       10      |       11      |      1 11     |
| 101100101101 |  0.002019310763095056  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |       10      |      1 10     |       12      |
| 101100101100 |  0.015107024462734337  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |       10      |      1 10     |      3 9      |
| 101100101011 | 0.0013510032451862011  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |      1 9      |       11      |       12      |
| 101100101010 |  0.010667120738708529  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |      1 9      |       11      |      1 11     |
| 101100101001 |  0.004519683864248336  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |      1 9      |      4 7      |       12      |
| 101100101000 |  0.04140232053040695   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      9       |      1 9      |      4 7      |      3 9      |
| 101100100111 | 0.0007869192852546188  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |       10      |       11      |       12      |
| 101100100110 |  0.006071625895442767  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |       10      |       11      |      1 11     |
| 101100100101 |  0.002902449131229995  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |       10      |      1 10     |       12      |
| 101100100100 |  0.025141460905349793  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |       10      |      1 10     |       0       |
| 101100100011 | 0.0017924732002235432  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |      3 7      |       11      |       12      |
| 101100100010 |  0.01764689071787837   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |     1 7      |      0       |      3 7      |       11      |      1 11     |
| 101100100001 |  0.007173068129858253  |      0       |      3       |     1 3      |     1 4      |      0       |     3 4      |     1 7      |      0       |      3 7      |      4 7      |       12      |
| 101100100000 |  0.08307613168724279   |      0       |      3       |     1 3      |     1 4      |      0       |     3 4      |     1 7      |      0       |      3 7      |      4 7      |       0       |
| 101100011111 | 0.0005587862322675517  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |       10      |       11      |       12      |
| 101100011110 |  0.003836061999356466  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |       10      |       11      |      1 11     |
| 101100011101 | 0.0017946893152297242  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |       10      |      1 10     |       12      |
| 101100011100 |  0.013464982472184117  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |       10      |      1 10     |      3 9      |
| 101100011011 | 0.0011088513353316736  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |      1 9      |       11      |       12      |
| 101100011010 |  0.00908858532743992   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |      1 9      |       11      |      1 11     |
| 101100011001 |  0.003688144591779708  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |      1 9      |      3 8      |       12      |
| 101100011000 |  0.03402206218564243   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101100010111 | 0.0007634020051143964  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       10      |       11      |       12      |
| 101100010110 |  0.006135926306965401  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       10      |       11      |      1 11     |
| 101100010101 | 0.0028905416476146923  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       10      |      1 10     |       12      |
| 101100010100 |  0.02557013031550068   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       10      |      1 10     |      4 8      |
| 101100010011 | 0.0014177843824620228  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       0       |       11      |       12      |
| 101100010010 |  0.014674782807498857  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       0       |       11      |      1 11     |
| 101100010001 |  0.005451245999085504  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      8       |     1 8      |       0       |      3 8      |       12      |
| 101100010000 |  0.06410751028806584   |      0       |      3       |     1 3      |     1 4      |      0       |     3 4      |      8       |     1 8      |       0       |      3 8      |      4 8      |
| 101100001111 | 0.00044653063557384534 |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |       10      |       11      |       12      |
| 101100001110 |  0.003777053802773967  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |       10      |       11      |      1 11     |
| 101100001101 |  0.001646804983996342  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |       10      |      1 10     |       12      |
| 101100001100 |  0.015174897119341562  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |       10      |      1 10     |      3 9      |
| 101100001011 |  0.001034363410049281  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |      1 9      |       11      |       12      |
| 101100001010 |  0.010881058527663462  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |      1 9      |       11      |      1 11     |
| 101100001001 | 0.0035436671239140374  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |      1 9      |       0       |       12      |
| 101100001000 |  0.042695473251028807  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      9       |      1 9      |       0       |      3 9      |
| 101100000111 | 0.0004905883249504647  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       10      |       11      |       12      |
| 101100000110 |  0.005358367626886145  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       10      |       11      |      1 11     |
| 101100000101 |  0.002250514403292181  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       10      |      1 10     |       12      |
| 101100000100 |  0.02488425925925926   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       10      |      1 10     |       0       |
| 101100000011 | 0.0007858939186099679  |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       0       |       11      |       12      |
| 101100000010 |  0.01324588477366255   |      0       |      3       |      4       |     1 4      |      0       |     3 4      |      0       |      0       |       0       |       11      |      1 11     |
| 101100000001 | 0.0016075102880658437  |      0       |      3       |     1 3      |     1 4      |      0       |      0       |      0       |      0       |       0       |       0       |       12      |
| 101100000000 |  0.019290123456790122  |      0       |      3       |     1 3      |     1 4      |      0       |      0       |      0       |      0       |       0       |       0       |       0       |
| 101011111111 |  0.00115903576225734   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |       10      |       11      |       12      |
| 101011111110 | 0.0057762650724568244  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |       10      |       11      |      1 11     |
| 101011111101 |  0.002857459127946339  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |       10      |      1 10     |       12      |
| 101011111100 |  0.01557266587448089   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |       10      |      1 10     |      3 9      |
| 101011111011 | 0.0018520166754905087  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |      1 9      |       11      |       12      |
| 101011111010 |  0.010586242341380947  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |      1 9      |       11      |      1 11     |
| 101011111001 |  0.004939293112676195  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |      1 9      |      3 8      |       12      |
| 101011111000 |  0.03132210642855933   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101011110111 | 0.0013539657727991493  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     3 6      |       10      |       11      |       12      |
| 101011110110 |  0.007665181641753269  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     3 6      |       10      |       11      |      1 11     |
| 101011110101 |  0.00376393351990155   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     3 6      |       10      |      1 10     |       12      |
| 101011110100 |  0.02312076093583295   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     3 6      |       10      |      1 10     |      5 7      |
| 101011110011 | 0.0022727178175705296  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     1 8      |      3 7      |       11      |       12      |
| 101011110010 |  0.015215845632440854  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     1 8      |      3 7      |       11      |      1 11     |
| 101011110001 |  0.006754883920557502  |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     1 8      |      3 7      |      3 8      |       12      |
| 101011110000 |  0.04980225638876187   |      0       |      3       |     1 3      |      5       |      6       |      7       |      8       |     1 8      |      3 7      |      3 8      |      5 7      |
| 101011101111 | 0.0011225671965598143  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |       10      |       11      |       12      |
| 101011101110 |  0.006408517640598861  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |       10      |       11      |      1 11     |
| 101011101101 |  0.003059336659372818  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |       10      |      1 10     |       12      |
| 101011101100 |  0.019204091887669562  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |       10      |      1 10     |      3 9      |
| 101011101011 |  0.001992925028954295  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |      1 9      |       11      |       12      |
| 101011101010 |  0.013344452276922554  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |      1 9      |       11      |      1 11     |
| 101011101001 |  0.005639681927297666  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |      1 9      |      5 6      |       12      |
| 101011101000 |  0.04230212937560331   |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |      9       |      1 9      |      5 6      |      3 9      |
| 101011100111 | 0.0013628537639879118  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |       10      |       11      |       12      |
| 101011100110 |  0.009092554488645021  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |       10      |       11      |      1 11     |
| 101011100101 | 0.0043189104599569835  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |       10      |      1 10     |       12      |
| 101011100100 |  0.03135081669460956   |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |       10      |      1 10     |      5 7      |
| 101011100011 | 0.0024402072325526254  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |      3 7      |       11      |       12      |
| 101011100010 |  0.020053790072651526  |      0       |      3       |     1 3      |      5       |      6       |      7       |     3 5      |     3 6      |      3 7      |       11      |      1 11     |
| 101011100001 |  0.007774396052431031  |      0       |      3       |     1 3      |      5       |      6       |      7       |     1 7      |     3 6      |      3 7      |      5 6      |       12      |
| 101011100000 |  0.06865140603566529   |      0       |      3       |     1 3      |      5       |      6       |      7       |     1 7      |     3 6      |      3 7      |      5 6      |      5 7      |
| 101011011111 |  0.000787135149230138  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |       10      |       11      |       12      |
| 101011011110 |  0.004387022613791245  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |       10      |       11      |      1 11     |
| 101011011101 | 0.0021777893246067445  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |       10      |      1 10     |       12      |
| 101011011100 |  0.013540495764111161  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |       10      |      1 10     |      3 9      |
| 101011011011 | 0.0013515392044538652  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |      1 9      |       11      |       12      |
| 101011011010 |   0.008732518490999    |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |      1 9      |       11      |      1 11     |
| 101011011001 |  0.004180574166511428  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |      1 9      |      3 8      |       12      |
| 101011011000 |  0.030872665074768414  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101011010111 | 0.0009897112652792123  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     3 6      |       10      |       11      |       12      |
| 101011010110 |  0.006309114040881301  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     3 6      |       10      |       11      |      1 11     |
| 101011010101 | 0.0031437741325001265  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     3 6      |       10      |      1 10     |       12      |
| 101011010100 |  0.021658323489813544  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     3 6      |       10      |      1 10     |       0       |
| 101011010011 |  0.001692345596100978  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     1 8      |       0       |       11      |       12      |
| 101011010010 |  0.013019113363477788  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     3 6      |       0       |       11      |      1 11     |
| 101011010001 |  0.005935814429541567  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     1 8      |       0       |      3 8      |       12      |
| 101011010000 |   0.0507282616979119   |      0       |      3       |     1 3      |      5       |      6       |     1 6      |      8       |     1 8      |       0       |      3 8      |       0       |
| 101011001111 |  0.000853217140402227  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |       10      |       11      |       12      |
| 101011001110 |  0.005590464328354417  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |       10      |       11      |      1 11     |
| 101011001101 | 0.0026366807122051176  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |       10      |      1 10     |       12      |
| 101011001100 |  0.019401259970532946  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |       10      |      1 10     |      3 9      |
| 101011001011 | 0.0016889552709049545  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |      1 9      |       11      |       12      |
| 101011001010 |  0.013193888761875728  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |      1 9      |       11      |      1 11     |
| 101011001001 |  0.005582625234974342  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |      1 9      |      5 6      |       12      |
| 101011001000 |  0.05046153406492913   |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |      9       |      1 9      |      5 6      |      3 9      |
| 101011000111 |  0.001130135962294027  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |     3 6      |       10      |       11      |       12      |
| 101011000110 |  0.008802408804552152  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |     3 6      |       10      |       11      |      1 11     |
| 101011000101 |  0.004178732916730173  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |     3 6      |       10      |      1 10     |       12      |
| 101011000100 |  0.035951074531321445  |      0       |      3       |     1 3      |      5       |      6       |     1 6      |     3 5      |     3 6      |       10      |      1 10     |       0       |
| 101011000011 |  0.002218959571711629  |      0       |      3       |     1 3      |      5       |     1 5      |     1 6      |     3 5      |     3 6      |       0       |       11      |       12      |
| 101011000010 |  0.021747828074988568  |      0       |      3       |     1 3      |      5       |     1 5      |     1 6      |     3 5      |     3 6      |       0       |       11      |      1 11     |
| 101011000001 |  0.008816300868770003  |      0       |      3       |     1 3      |      5       |     1 5      |     1 6      |     3 5      |     3 6      |       0       |      5 6      |       12      |
| 101011000000 |  0.10095164609053497   |      0       |      3       |     1 3      |      5       |     1 5      |     1 6      |     3 5      |     3 6      |       0       |      5 6      |       0       |
| 101010111111 | 0.0007760527876683392  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |       10      |       11      |       12      |
| 101010111110 |  0.004361115874104557  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |       10      |       11      |      1 11     |
| 101010111101 |  0.002123789743946176  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |       10      |      1 10     |       12      |
| 101010111100 |  0.013376900169774253  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |       10      |      1 10     |      3 9      |
| 101010111011 | 0.0013946597307681692  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |      3 7      |       11      |       12      |
| 101010111010 |  0.009164705018995523  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |      3 7      |       11      |      1 11     |
| 101010111001 |  0.004161797828921742  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |      1 9      |      3 8      |       12      |
| 101010111000 |  0.031032489965960468  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101010110111 | 0.0009311321423732829  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |       10      |       11      |       12      |
| 101010110110 |  0.005905979567816558  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |       10      |       11      |      1 11     |
| 101010110101 |  0.002900530703314196  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |       10      |      1 10     |       12      |
| 101010110100 |  0.020463804425138437  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |       10      |      1 10     |      5 7      |
| 101010110011 |  0.001856641306372673  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |      3 7      |       11      |       12      |
| 101010110010 |  0.01433264111161916   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |      3 7      |       11      |      1 11     |
| 101010110001 |  0.00632168305136412   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |      3 7      |      3 8      |       12      |
| 101010110000 |  0.05527692043895746   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |      8       |     1 8      |      3 7      |      3 8      |      5 7      |
| 101010101111 | 0.0007852967068545706  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |       10      |       11      |       12      |
| 101010101110 |  0.005214683991261493  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |       10      |       11      |      1 11     |
| 101010101101 |  0.002383646685379938  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |       10      |      1 10     |       12      |
| 101010101100 |  0.01778541444393639   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |       10      |      1 10     |      3 9      |
| 101010101011 | 0.0015891859938356278  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |      1 9      |       11      |       12      |
| 101010101010 |  0.012654479754102523  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |      1 9      |       11      |      1 11     |
| 101010101001 | 0.0048058603871361065  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |      1 9      |       0       |       12      |
| 101010101000 |   0.0438957475994513   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      9       |      1 9      |       0       |      3 9      |
| 101010100111 | 0.0008746046715439719  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |       10      |       11      |       12      |
| 101010100110 |  0.006876174871716709  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |       10      |       11      |      1 11     |
| 101010100101 | 0.0031404003454757906  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |       10      |      1 10     |       12      |
| 101010100100 |  0.027077617741197983  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |       10      |      1 10     |      5 7      |
| 101010100011 | 0.0018170819996951681  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |      3 7      |       11      |       12      |
| 101010100010 |  0.018432784636488342  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     3 5      |      0       |      3 7      |       11      |      1 11     |
| 101010100001 |  0.006187128486511202  |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     1 7      |      0       |      3 7      |       0       |       12      |
| 101010100000 |   0.0691872427983539   |      0       |      3       |     1 3      |      5       |     1 5      |      7       |     1 7      |      0       |      3 7      |       0       |      5 7      |
| 101010011111 |  0.000472788352015244  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |       10      |       11      |       12      |
| 101010011110 | 0.0030729466558846604  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |       10      |       11      |      1 11     |
| 101010011101 | 0.0014933638270758181  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |       10      |      1 10     |       12      |
| 101010011100 |  0.011057686201290452  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |       10      |      1 10     |      3 9      |
| 101010011011 | 0.0009089158650725103  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |      1 9      |       11      |       12      |
| 101010011010 |  0.007025944554522515  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |      1 9      |       11      |      1 11     |
