+--------------+------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------------+---------------+---------------+
|  Drop State  |     Expected Value     | Dice Sum = 2 | Dice Sum = 3 | Dice Sum = 4 | Dice Sum = 5 | Dice Sum = 6 | Dice Sum = 7 | Dice Sum = 8 | Dice Sum = 9 | Dice Sum = 10 | Dice Sum = 11 | Dice Sum = 12 |
| 011001100110 |  0.005438147767108672  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     3 6      |       10      |       11      |      2 10     |
| 011001100101 | 0.0024166237997256513  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     3 6      |       10      |       0       |       12      |
| 011001100100 |  0.021512059899405574  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     3 6      |       10      |       0       |      2 10     |
| 011001100011 | 0.0016932441700960217  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     2 7      |      3 7      |       11      |       12      |
| 011001100010 |  0.013326855662246607  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     2 7      |      3 7      |       11      |       0       |
| 011001100001 |  0.006663427831123303  |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     2 7      |      3 7      |       0       |       12      |
| 011001100000 |  0.06862997256515775   |      2       |      3       |      0       |     2 3      |      6       |      7       |     2 6      |     2 7      |      3 7      |       0       |       0       |
| 011001011111 | 0.0003805402679146571  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |       10      |       11      |       12      |
| 011001011110 | 0.0023136902191400357  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |       10      |       11      |      2 10     |
| 011001011101 | 0.0012217298698256247  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |       10      |      2 9      |       12      |
| 011001011100 |  0.008960612954918795  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |       10      |      3 8      |      2 10     |
| 011001011011 | 0.0007210642855933206  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |      2 8      |       11      |       12      |
| 011001011010 |  0.005011815751889673  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |      2 8      |       11      |      3 9      |
| 011001011001 | 0.0027371115161419603  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |      2 8      |      2 9      |       12      |
| 011001011000 |  0.023722088858405727  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |      9       |      2 8      |      2 9      |      3 9      |
| 011001010111 | 0.0005060404900308782  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |       10      |       11      |       12      |
| 011001010110 | 0.0036563251494521496  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |       10      |       11      |      2 10     |
| 011001010101 | 0.0018083167687005703  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |       10      |      3 8      |       12      |
| 011001010100 |  0.016600818282274044  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |       10      |      3 8      |      2 10     |
| 011001010011 |  0.001145477872896521  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |      2 8      |       11      |       12      |
| 011001010010 |  0.008990547045673931  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |      2 8      |       11      |       0       |
| 011001010001 |  0.004995387834679672  |      2       |      3       |      0       |     2 3      |      6       |      0       |      8       |     3 6      |      2 8      |      3 8      |       12      |
| 011001010000 |  0.053133573388203015  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |      2 8      |      3 8      |       0       |
| 011001001111 | 0.0003687130250582849  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       10      |       11      |       12      |
| 011001001110 | 0.0026713116437196223  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       10      |       11      |      3 9      |
| 011001001101 | 0.0013127339159003538  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       10      |      2 9      |       12      |
| 011001001100 |  0.011761021566834323  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       10      |      2 9      |      3 9      |
| 011001001011 | 0.0006964113843305277  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       0       |       11      |       12      |
| 011001001010 |  0.005923576182492505  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       0       |       11      |      3 9      |
| 011001001001 |  0.00309038891429152   |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |      9       |       0       |      2 9      |       12      |
| 011001001000 |  0.035022290809327845  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       0       |      2 9      |      3 9      |
| 011001000111 | 0.0005017019763247472  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       10      |       11      |       12      |
| 011001000110 |  0.004348613016308489  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       10      |       11      |      2 10     |
| 011001000101 | 0.0018456599603718941  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       10      |       0       |       12      |
| 011001000100 |  0.021004801097393687  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       10      |       0       |      2 10     |
| 011001000011 |  0.001011342275059696  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       0       |       11      |       12      |
| 011001000010 |  0.009030635573845449  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       0       |       11      |       0       |
| 011001000001 | 0.0045153177869227245  |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       0       |       0       |       12      |
| 011001000000 |  0.05375514403292181   |      2       |      3       |      0       |     2 3      |      6       |      0       |     2 6      |     3 6      |       0       |       0       |       0       |
| 011000111111 | 0.0003976676885345691  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |       10      |       11      |       12      |
| 011000111110 |  0.002401077918339006  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |       10      |       11      |      2 10     |
| 011000111101 | 0.0012451920227268874  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |       10      |      2 9      |       12      |
| 011000111100 |  0.009065167276329826  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |       10      |      3 8      |      2 10     |
| 011000111011 | 0.0007863349365216457  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |      2 8      |       11      |       12      |
| 011000111010 |  0.00542981252857796   |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |      2 8      |       11      |      3 9      |
| 011000111001 |  0.002978061652187166  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |      3 7      |      2 9      |       12      |
| 011000111000 |  0.025324836153025453  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |      9       |      3 7      |      2 9      |      3 9      |
| 011000110111 | 0.0005078872525360292  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |       10      |       11      |       12      |
| 011000110110 | 0.0034799620865721683  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |       10      |       11      |      2 10     |
| 011000110101 | 0.0018161889384240202  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |       10      |      3 8      |       12      |
| 011000110100 |  0.015800040009144943  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |       10      |      3 8      |      2 10     |
| 011000110011 |  0.00112406645328456   |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |      2 8      |       11      |       12      |
| 011000110010 |  0.008482891327541531  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |      2 8      |       11      |       0       |
| 011000110001 |  0.004841582837982013  |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |      2 8      |      3 8      |       12      |
| 011000110000 |  0.04818244170096021   |      2       |      3       |      0       |     2 3      |      0       |      7       |      8       |     2 7      |      2 8      |      3 8      |       0       |
| 011000101111 | 0.0003310941971921623  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |       10      |       11      |       12      |
| 011000101110 |  0.002324340801707057  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |       10      |       11      |      2 10     |
| 011000101101 | 0.0011413323045267488  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |       10      |      2 9      |       12      |
| 011000101100 |  0.009802240512117056  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |       10      |      2 9      |      2 10     |
| 011000101011 |  0.000688252552964487  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |      3 7      |       11      |       12      |
| 011000101010 |  0.005534598384392623  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |      3 7      |       11      |      3 9      |
| 011000101001 | 0.0031102347203170247  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |      3 7      |      2 9      |       12      |
| 011000101000 |   0.0328360768175583   |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |      9       |      3 7      |      2 9      |      3 9      |
| 011000100111 | 0.0004608196159122084  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |       10      |       11      |       12      |
| 011000100110 | 0.0037437128486511196  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |       10      |       11      |      2 10     |
| 011000100101 |  0.001657521719250114  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |       10      |       0       |       12      |
| 011000100100 |  0.017296810699588477  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |       10      |       0       |      2 10     |
| 011000100011 | 0.0010478585581466238  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |      3 7      |       11      |       12      |
| 011000100010 |  0.009344993141289436  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |      3 7      |       11      |       0       |
| 011000100001 |  0.004672496570644718  |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |      3 7      |       0       |       12      |
| 011000100000 |  0.05555555555555555   |      2       |      3       |      0       |     2 3      |      0       |      7       |      0       |     2 7      |      3 7      |       0       |       0       |
| 011000011111 | 0.00026727890537237426 |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |       10      |       11      |       12      |
| 011000011110 | 0.0018535982827820958  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |       10      |       11      |      2 10     |
| 011000011101 | 0.0009540871246761163  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |       10      |      2 9      |       12      |
| 011000011100 |  0.008361434994665446  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |       10      |      3 8      |      2 10     |
| 011000011011 | 0.0005640178072448304  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |      2 8      |       11      |       12      |
| 011000011010 | 0.0045978763399888226  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |      2 8      |       11      |      3 9      |
| 011000011001 | 0.0024132500127013157  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |      2 8      |      2 9      |       12      |
| 011000011000 |  0.025562985825331504  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      9       |      2 8      |      2 9      |      3 9      |
| 011000010111 | 0.0003397601991566326  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |       10      |       11      |       12      |
| 011000010110 |  0.002719669257735101  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |       10      |       11      |      2 10     |
| 011000010101 | 0.0013312566681908246  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |       10      |      3 8      |       12      |
| 011000010100 |  0.014446159122085047  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |       10      |      3 8      |      2 10     |
| 011000010011 | 0.0008112965503226133  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |      2 8      |       11      |       12      |
| 011000010010 |  0.007230224051211705  |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |      2 8      |       11      |       0       |
| 011000010001 |  0.00374371284865112   |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |      2 8      |      3 8      |       12      |
| 011000010000 |  0.04449588477366255   |      2       |      3       |      0       |     2 3      |      0       |      0       |      8       |      0       |      2 8      |      3 8      |       0       |
| 011000001111 | 0.00025581243966874966 |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       10      |       11      |       12      |
| 011000001110 | 0.0020528501752781585  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       10      |       11      |      2 10     |
| 011000001101 |  0.001001419372046944  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       10      |      2 9      |       12      |
| 011000001100 |  0.010116598079561041  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       10      |      2 9      |      2 10     |
| 011000001011 | 0.0005604455621602397  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       0       |       11      |       12      |
| 011000001010 |  0.005115454961133973  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       0       |       11      |      3 9      |
| 011000001001 | 0.0027506287151348877  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       0       |      2 9      |       12      |
| 011000001000 |  0.03343621399176955   |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      9       |       0       |      2 9      |      3 9      |
| 011000000111 | 0.00039532845602804445 |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       10      |       11      |       12      |
| 011000000110 | 0.0037722908093278454  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       10      |       11      |      2 10     |
| 011000000101 | 0.0017575445816186554  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       10      |       0       |       12      |
| 011000000100 |  0.02237654320987654   |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       10      |       0       |      2 10     |
| 011000000011 |  0.001085962505715592  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       0       |       11      |       12      |
| 011000000010 |  0.012860082304526748  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       0       |       11      |       0       |
| 011000000001 |  0.006430041152263374  |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       0       |       0       |       12      |
| 011000000000 |  0.11419753086419752   |      2       |      3       |      0       |     2 3      |      0       |      0       |      0       |      0       |       0       |       0       |       0       |
| 010111111111 | 0.0009153941153355354  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |       10      |       11      |       12      |
| 010111111110 |  0.00427881182512499   |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |       10      |       11      |      2 10     |
| 010111111101 | 0.0022630226717246646  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |       10      |      2 9      |       12      |
| 010111111100 |  0.012174468508733799  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |       10      |      2 9      |      2 10     |
| 010111111011 | 0.0014558942170756451  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |      4 6      |       11      |       12      |
| 010111111010 | 0.0075279968950770935  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |      4 6      |       11      |      4 8      |
| 010111111001 |  0.004150469181315517  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |      4 6      |      2 9      |       12      |
| 010111111000 |  0.02536294010059442   |      2       |      0       |      4       |      5       |      6       |      7       |      8       |      9       |      4 6      |      2 9      |      4 8      |
| 010111110111 | 0.0011165521512206903  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |       10      |       11      |       12      |
| 010111110110 |  0.006020070901567624  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |       10      |       11      |      2 10     |
| 010111110101 | 0.0029972349058973616  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |       10      |      5 6      |       12      |
| 010111110100 |  0.019072514193720465  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |       10      |      5 6      |      2 10     |
| 010111110011 | 0.0020226946567798677  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |      2 8      |       11      |       12      |
| 010111110010 |  0.01214305333282528   |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |      2 8      |       11      |      4 8      |
| 010111110001 | 0.0063656470244345086  |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |      2 8      |      5 6      |       12      |
| 010111110000 |  0.04638123634608545   |      2       |      0       |      4       |      5       |      6       |      7       |      8       |     4 5      |      2 8      |      5 6      |      4 8      |
| 010111101111 | 0.0007878059150145545  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |       10      |       11      |       12      |
| 010111101110 |  0.004110077453329719  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |       10      |       11      |      2 10     |
| 010111101101 | 0.0022117066646391596  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |       10      |      2 9      |       12      |
| 010111101100 |  0.013533185892225099  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |       10      |      4 7      |      2 10     |
| 010111101011 | 0.0013166491749162493  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |      4 6      |       11      |       12      |
| 010111101010 |  0.007621230531705305  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |      4 6      |       11      |      5 7      |
| 010111101001 |  0.004376000228623684  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |      4 6      |      2 9      |       12      |
| 010111101000 |  0.030810746159968833  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |      9       |      4 6      |      2 9      |      5 7      |
| 010111100111 | 0.0011210427242276187  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |       10      |       11      |       12      |
| 010111100110 |  0.00690336362597165   |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |       10      |       11      |      2 10     |
| 010111100101 |  0.003482823190274178  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |       10      |      4 7      |       12      |
| 010111100100 |  0.025997608977290046  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |       10      |      4 7      |      2 10     |
| 010111100011 |  0.002135629237300095  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |      4 6      |       11      |       12      |
| 010111100010 |  0.014724000406442105  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |      4 6      |       11      |      5 7      |
| 010111100001 |  0.007893669346644311  |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |      4 6      |      4 7      |       12      |
| 010111100000 |  0.06829418152720622   |      2       |      0       |      4       |      5       |      6       |      7       |     2 6      |     4 5      |      4 6      |      4 7      |      5 7      |
| 010111011111 | 0.0006451144676036995  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |       10      |       11      |       12      |
| 010111011110 | 0.0033711188659700693  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |       10      |       11      |      4 8      |
| 010111011101 | 0.0017390843068656723  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |       10      |      2 9      |       12      |
| 010111011100 |  0.010659182416298325  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |       10      |      2 9      |      4 8      |
| 010111011011 |  0.001189846724910824  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |      4 6      |       11      |       12      |
| 010111011010 |  0.006998866054745492  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |      4 6      |       11      |      4 8      |
| 010111011001 | 0.0037715557794750494  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |      4 6      |      2 9      |       12      |
| 010111011000 |  0.02682570831004758   |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |      9       |      4 6      |      2 9      |      4 8      |
| 010111010111 | 0.0008139628711136323  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |       10      |       11      |       12      |
| 010111010110 |  0.005039643982116547  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |       10      |       11      |      2 10     |
| 010111010101 |  0.002396028263250295  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |       10      |      5 6      |       12      |
| 010111010100 |  0.017935051821368692  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |       10      |      5 6      |      2 10     |
| 010111010011 | 0.0017281360372082691  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |      4 6      |       11      |       12      |
| 010111010010 |  0.01212684592457112   |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |      4 6      |       11      |      4 8      |
| 010111010001 |  0.006104768391505359  |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |      2 8      |      5 6      |       12      |
| 010111010000 |  0.05363845069349184   |      2       |      0       |      4       |      5       |      6       |     2 5      |      8       |     4 5      |      4 6      |      5 6      |      4 8      |
| 010111001111 |  0.00060554699392783   |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |       10      |       11      |       12      |
| 010111001110 | 0.0035265997307321025  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |       10      |       11      |      2 10     |
| 010111001101 | 0.0018706877268596135  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |       10      |      2 9      |       12      |
| 010111001100 |  0.013035519229792205  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |       10      |      2 9      |      2 10     |
| 010111001011 | 0.0012074335391887338  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |      4 6      |       11      |       12      |
| 010111001010 |  0.00788222493183627   |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |      4 6      |       11      |       0       |
| 010111001001 |  0.004540191197141357  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |      4 6      |      2 9      |       12      |
| 010111001000 |  0.03710848193872885   |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |      9       |      4 6      |      2 9      |       0       |
| 010111000111 | 0.0009184749283081281  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |       10      |       11      |       12      |
| 010111000110 |  0.006567771046080374  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |       10      |       11      |      2 10     |
| 010111000101 |  0.003186045699334451  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |       10      |      5 6      |       12      |
| 010111000100 |  0.028624399862825792  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |       10      |      5 6      |      2 10     |
| 010111000011 |  0.002115298311571745  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |      4 6      |       11      |       12      |
| 010111000010 |  0.017311099679926837  |      2       |      0       |      4       |      5       |      6       |     2 5      |     2 6      |     4 5      |      4 6      |       11      |       0       |
| 010111000001 |  0.009138993674744703  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |     2 6      |     4 5      |      4 6      |      5 6      |       12      |
| 010111000000 |  0.10060871056241426   |      2       |      0       |      4       |      5       |     2 4      |     2 5      |     2 6      |     4 5      |      4 6      |      5 6      |       0       |
| 010110111111 | 0.0006291483941512059  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |       10      |       11      |       12      |
| 010110111110 | 0.0032564358331875027  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |       10      |       11      |      2 10     |
| 010110111101 | 0.0016907560940443052  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |       10      |      2 9      |       12      |
| 010110111100 |  0.01023468062541279   |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |       10      |      2 9      |      2 10     |
| 010110111011 |  0.001038937745833184  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |      2 8      |       11      |       12      |
| 010110111010 | 0.0060378439234082424  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |      2 8      |       11      |      5 7      |
| 010110111001 | 0.0032556603766928024  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |      2 8      |      2 9      |       12      |
| 010110111000 |  0.02286051626615184   |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |      9       |      2 8      |      2 9      |      5 7      |
| 010110110111 | 0.0008318038832156343  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |       10      |       11      |       12      |
| 010110110110 |  0.005100173690494335  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |       10      |       11      |      2 10     |
| 010110110101 | 0.0024441598555860382  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |       10      |      4 7      |       12      |
| 010110110100 |  0.01806960638622161   |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |       10      |      4 7      |      2 10     |
| 010110110011 |  0.001628513766109502  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |      2 8      |       11      |       12      |
| 010110110010 |  0.011268448661281308  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |      2 8      |       11      |      4 8      |
| 010110110001 |  0.005759352137631458  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |      2 8      |      4 7      |       12      |
| 010110110000 |  0.049839963420210326  |      2       |      0       |      4       |      5       |     2 4      |      7       |      8       |     4 5      |      2 8      |      4 7      |      4 8      |
| 010110101111 | 0.0004886551964376099  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       10      |       11      |       12      |
| 010110101110 |  0.002886307875662585  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       10      |       11      |      2 10     |
| 010110101101 | 0.0015339485003979742  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       10      |      2 9      |       12      |
| 010110101100 |    0.01086280038612    |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       10      |      2 9      |      2 10     |
| 010110101011 | 0.0007969634681930823  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       0       |       11      |       12      |
| 010110101010 |  0.005295390269098544  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       0       |       11      |      5 7      |
| 010110101001 | 0.0030136517976595703  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       0       |      2 9      |       12      |
| 010110101000 |  0.02516765736930346   |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |      9       |       0       |      2 9      |      5 7      |
| 010110100111 | 0.0007260588134430725  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     4 5      |       10      |       11      |       12      |
| 010110100110 |  0.005275015241579027  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     4 5      |       10      |       11      |      2 10     |
| 010110100101 |  0.00251753972336534   |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     4 5      |       10      |      4 7      |       12      |
| 010110100100 |  0.023062414266117968  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     4 5      |       10      |      4 7      |      2 10     |
| 010110100011 | 0.0013800773510135647  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     2 7      |       0       |       11      |       12      |
| 010110100010 |  0.011302583447645174  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     2 7      |       0       |       11      |      5 7      |
